V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84
0	0	0.00374531835205993	0.0162297128589263	0	0.00124843945068664	0	0.00749063670411985	0	0.00124843945068664	0.0374531835205993	0.00624219725343321	0.017478152309613	0.00124843945068664	0.00124843945068664	0	0	0.00624219725343321	0	0.00249687890137328	0.00749063670411985	0.00499375780274657	0.00749063670411985	0	0	0.00624219725343321	0	0.00124843945068664	0	0	0.0137328339575531	0	0.00124843945068664	0.00499375780274657	0.0187265917602996	0.00124843945068664	0.00749063670411985	0	0.00124843945068664	0.00124843945068664	0	0.00249687890137328	0	0	0.0611735330836454	0	0.00124843945068664	0	1	0.00124843945068664	0	0	0	0	0	0.0112359550561798	0.0162297128589263	0	0.0249687890137328	0.00124843945068664	0	0.00124843945068664	0	0	0.00249687890137328	0	0	0.00124843945068664	0.00124843945068664	0.00249687890137328	0	0	0.00124843945068664	0	0	0	0	0	0.00249687890137328	0	0	0	0.00499375780274657	0.00124843945068664
0	0.0162297128589263	0.00249687890137328	0.00249687890137328	0	0.00499375780274657	0.00124843945068664	0.0112359550561798	0	0.017478152309613	0.00124843945068664	0	0.00249687890137328	0.00124843945068664	0.00124843945068664	0	0	0	0.0299625468164794	0	0.00124843945068664	0	0.00124843945068664	0.00374531835205993	0.00749063670411985	0.0224719101123595	0	0.00124843945068664	0	0	0	0	0	0	0	0	0.00249687890137328	0.031210986267166	0.00124843945068664	0	0	0.00998751560549313	0	0	0	0.00124843945068664	0	0	0	0	0	0.00124843945068664	1	1	0.00374531835205993	0.00998751560549313	0.00124843945068664	0.00124843945068664	0.00124843945068664	0.00124843945068664	0.00374531835205993	0	0	0	0	0	0.00124843945068664	0.00124843945068664	0	0	0	0	0.00249687890137328	0.00124843945068664	0	0	0	0	0.00124843945068664	0.00873907615480649	0.00124843945068664	0	0.00124843945068664	0
0	0	0.00124843945068664	0.00124843945068664	0.00124843945068664	0.0137328339575531	0	0.00124843945068664	0	0.00624219725343321	0.00124843945068664	0.00124843945068664	0	0	0	0	0	0.00374531835205993	0.00124843945068664	0	0	0	0	0.00249687890137328	0	0	0	0.00873907615480649	0	0.0823970037453183	0	0	0.0112359550561798	0	0	0.00124843945068664	0	0	0.00249687890137328	0.00124843945068664	0	0	0.00124843945068664	0.00124843945068664	0	0	0	0.0112359550561798	0.98876404494382	0	0	0	0	0	0	0.083645443196005	0.00499375780274657	0	0	0	0	0	0	0	0	0.00124843945068664	0	0.00124843945068664	0	0.00124843945068664	0.00124843945068664	0	0	0.00249687890137328	0	0	0	0.00249687890137328	0	0.00124843945068664	0	0.00249687890137328	0	0
0	0	0	0.00124843945068664	0.00873907615480649	0.00249687890137328	0	0.00124843945068664	0.00249687890137328	0.00374531835205993	0.00124843945068664	0.00624219725343321	0	0.00124843945068664	0.00499375780274657	0	0	0	0.0162297128589263	0	0.0237203495630462	0.00124843945068664	0	0	0.00499375780274657	0.00124843945068664	0	0.0124843945068664	0.00249687890137328	0.00499375780274657	0	0.0124843945068664	0	0	0.00124843945068664	0	0	0	0.00124843945068664	0.0287141073657928	0	0.00499375780274657	0	0	0	0	0.157303370786517	0.154806491885144	0.845193508114856	0.00249687890137328	0	0.00374531835205993	0	0	0	0	0.00124843945068664	0	0.00499375780274657	0	0	0	0	0	0	0	0	0.00124843945068664	0	0.00124843945068664	0	0.00124843945068664	0	0	0	0	0.00124843945068664	0.00249687890137328	0.017478152309613	0.00873907615480649	0.00124843945068664	0	0.00124843945068664	0
0	0	0.00124843945068664	0.00374531835205993	0.00124843945068664	0.00249687890137328	0	0.00374531835205993	0.00124843945068664	0.00124843945068664	0	0	0	0	0.00499375780274657	0	0	0.00374531835205993	0	0	0	0	0.00499375780274657	0	0.00624219725343321	0	0.00749063670411985	0.00249687890137328	0.0112359550561798	0	0.00249687890137328	0	0	0.00749063670411985	0.0162297128589263	0.00124843945068664	0.00499375780274657	0.00374531835205993	0.00749063670411985	0.00749063670411985	0.00124843945068664	0.00249687890137328	0	0	0.00124843945068664	0	0	0	1	0.0199750312109863	0.00124843945068664	0	0.00374531835205993	0.00499375780274657	0.00124843945068664	0.00499375780274657	0.00124843945068664	0.00124843945068664	0	0.00374531835205993	0	0	0	0.00124843945068664	0	0	0	0.00124843945068664	0	0.00124843945068664	0	0	0	0.00124843945068664	0	0.00124843945068664	0.00124843945068664	0.00124843945068664	0	0.00749063670411985	0.00124843945068664	0	0.00249687890137328	0
0.00124843945068664	0	0.00124843945068664	0.0948813982521848	0	0.00873907615480649	0.00124843945068664	0.00499375780274657	0	0.00998751560549313	0	0.00749063670411985	0.00124843945068664	0	0	0	0	0	0	0.0162297128589263	0.00249687890137328	0.00124843945068664	0	0	0.00499375780274657	0.00124843945068664	0.00124843945068664	0.00124843945068664	0	0	0	0.00124843945068664	0.00499375780274657	0.00124843945068664	0.00124843945068664	0	0.00249687890137328	0.00249687890137328	0.00124843945068664	0.00249687890137328	0.0149812734082397	0.00374531835205993	0	0	0.0137328339575531	0	0	0	1	0.00374531835205993	0	0.00124843945068664	0	0	0	0.00124843945068664	0	0	0.00124843945068664	0	0.00124843945068664	0.00249687890137328	0.00124843945068664	0	0	0.00124843945068664	0	0	0.00249687890137328	0	0	0	0	0	0	0	0	0	0.00249687890137328	0.0162297128589263	0.00374531835205993	0	0.00124843945068664	0
0	0.0212234706616729	0.0112359550561798	0	0.00499375780274657	0.00499375780274657	0	0.00124843945068664	0.00124843945068664	0.00873907615480649	0	0.00998751560549313	0	0.00249687890137328	0.00124843945068664	0	0	0.00624219725343321	0	0.00249687890137328	0	0.00124843945068664	0	0	0.00374531835205993	0.00124843945068664	0.00124843945068664	0.00998751560549313	0	0	0	0	0	0.00998751560549313	0	0.0112359550561798	0.00124843945068664	0.00124843945068664	0	0	0	0.00124843945068664	0	0	0	0	0.0124843945068664	0	0.99250936329588	0	0	0.00124843945068664	0.00124843945068664	0	0	0	0	0	0	0	0	0	0	0.00124843945068664	0	0.00124843945068664	0	0.00624219725343321	0	0	0.00124843945068664	0	0.00124843945068664	0	0	0	0	0	0	0.00249687890137328	0	0	0	0.00124843945068664
0	0.017478152309613	0.116104868913858	0	0	0.0324594257178527	0	0.00499375780274657	0	0.017478152309613	0	0	0.00124843945068664	0	0.00374531835205993	0	0	0.00499375780274657	0	0.00374531835205993	0.00249687890137328	0.00249687890137328	0	0	0.0149812734082397	0.00624219725343321	0	0	0.017478152309613	0	0	0.00998751560549313	0.00499375780274657	0.114856429463171	0.034956304619226	0	0	0.00249687890137328	0.0199750312109863	0.00249687890137328	0	0.0262172284644195	0	0	0.755305867665418	0	0	0	0.991260923845193	0.00873907615480649	0.00124843945068664	0.00124843945068664	0.00124843945068664	0	0	0.0649188514357054	0.00998751560549313	0.0711610486891386	0	0.00124843945068664	0	0	0	0	0	0	0.00249687890137328	0	0.00124843945068664	0	0	0.00249687890137328	0	0	0	0	0	0	0.00374531835205993	0.444444444444444	0	0	0.00124843945068664	0.00249687890137328
0.00124843945068664	0.0474406991260924	0.00124843945068664	0.00124843945068664	0.00124843945068664	0	0.00374531835205993	0.00873907615480649	0	0.00624219725343321	0	0.00873907615480649	0	0	0.00873907615480649	0.00124843945068664	0	0.00124843945068664	0	0.00873907615480649	0.00124843945068664	0	0	0	0.00749063670411985	0.00873907615480649	0.00749063670411985	0.00249687890137328	0.0112359550561798	0.0162297128589263	0	0.00624219725343321	0	0.00998751560549313	0	0.00749063670411985	0	0.00998751560549313	0.00624219725343321	0	0.00499375780274657	0.00249687890137328	0.0124843945068664	0	0.00249687890137328	0	0	0	1	0	0	0	0	0	0	0.00124843945068664	0.00124843945068664	0	0.00124843945068664	0	0	0.00374531835205993	0	0	0.00124843945068664	0	0	0.00124843945068664	0.00124843945068664	0.00998751560549313	0.00749063670411985	0	0	0	0	0	0.00124843945068664	0	0	0.00124843945068664	0.00124843945068664	0	0	0
0	0.00374531835205993	0.00124843945068664	0	0	0.0162297128589263	0	0.00873907615480649	0.00124843945068664	0.00124843945068664	0	0.00374531835205993	0.00499375780274657	0	0.0124843945068664	0	0	0.00249687890137328	0	0.00124843945068664	0.0287141073657928	0.00124843945068664	0.00124843945068664	0.00124843945068664	0.00124843945068664	0.0199750312109863	0.0337078651685393	0	0.00249687890137328	0	0	0	0	0.00998751560549313	0.0848938826466916	0	0	0	0	0	0.00249687890137328	0.00374531835205993	0	0.00124843945068664	0.0399500624219725	0	0.00124843945068664	0	1	0.00124843945068664	0.00124843945068664	0.00624219725343321	0	0.00374531835205993	0.00124843945068664	0	0.00124843945068664	0	0	0.00124843945068664	0	0	0	0.00124843945068664	0	0	0	0.00124843945068664	0	0	0	0	0.00124843945068664	0	0.00124843945068664	0.00749063670411985	0	0	0	0.00124843945068664	0	0	0	0
